DATAFLOW,LAST UPDATE,freq,spdep,spscheme,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IS,2013,184.04,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IS,2014,182.74,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IS,2015,185.07,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IS,2016,179.34,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IS,2017,198.04,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IS,2018,212.21,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IS,2019,232.36,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IT,2010,103.09,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IT,2011,111.74,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IT,2012,110.73,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IT,2013,113.78,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IT,2014,105.21,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IT,2015,105.62,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IT,2016,116.71,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IT,2017,123.33,p
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IT,2018,123.20,p
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,IT,2019,123.83,p
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LT,2010,145.37,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LT,2011,114.88,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LT,2012,93.16,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LT,2013,77.53,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LT,2014,80.36,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LT,2015,87.19,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LT,2016,94.75,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LT,2017,104.23,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LT,2018,168.90,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LT,2019,209.83,p
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LU,2010,2612.44,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LU,2011,2343.00,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LU,2012,2240.29,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LU,2013,2169.83,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LU,2014,2151.47,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LU,2015,2088.12,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LU,2016,1992.58,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LU,2017,1977.71,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LU,2018,1996.18,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LU,2019,1963.85,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LV,2010,106.90,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LV,2011,81.03,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LV,2012,75.92,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LV,2013,94.69,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LV,2014,107.75,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LV,2015,139.91,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LV,2016,154.30,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LV,2017,158.78,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LV,2018,173.38,p
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,LV,2019,175.99,p
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,ME,2016,106.76,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,ME,2017,76.29,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,ME,2018,41.37,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,ME,2019,40.10,p
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,MK,2015,33.29,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,MK,2016,35.42,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,MK,2017,37.62,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,MT,2010,99.71,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,MT,2011,94.38,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,MT,2012,98.68,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,MT,2013,104.71,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,MT,2014,119.46,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,MT,2015,95.45,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,MT,2016,90.88,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,MT,2017,84.21,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,MT,2018,79.54,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,MT,2019,75.21,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NL,2010,213.18,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NL,2011,205.92,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NL,2012,195.60,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NL,2013,192.45,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NL,2014,188.58,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NL,2015,185.59,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NL,2016,188.56,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NL,2017,185.97,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NL,2018,181.59,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NL,2019,193.37,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NO,2010,794.17,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NO,2011,791.37,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NO,2012,785.89,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NO,2013,773.03,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NO,2014,773.06,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NO,2015,772.15,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NO,2016,746.71,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NO,2017,727.91,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NO,2018,699.68,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,NO,2019,707.80,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PL,2010,32.39,p
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PL,2011,31.61,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PL,2012,30.47,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PL,2013,32.54,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PL,2014,32.58,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PL,2015,53.66,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PL,2016,124.23,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PL,2017,150.37,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PL,2018,151.99,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PL,2019,269.45,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PT,2010,50.13,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PT,2011,52.93,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PT,2012,49.72,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PT,2013,43.74,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PT,2014,45.61,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PT,2015,51.49,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PT,2016,58.24,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PT,2017,60.85,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PT,2018,66.36,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,PT,2019,71.74,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RO,2010,65.89,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RO,2011,62.05,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RO,2012,55.33,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RO,2013,52.36,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RO,2014,52.57,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RO,2015,61.89,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RO,2016,76.77,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RO,2017,93.43,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RO,2018,98.63,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RO,2019,118.56,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RS,2010,33.30,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RS,2011,33.09,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RS,2012,33.01,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RS,2013,33.74,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RS,2014,37.79,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RS,2015,39.14,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RS,2016,39.87,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RS,2017,41.47,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RS,2018,44.44,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,RS,2019,53.66,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SE,2010,567.44,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SE,2011,565.93,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SE,2012,566.81,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SE,2013,571.33,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SE,2014,567.30,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SE,2015,566.84,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SE,2016,573.13,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SE,2017,536.22,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SE,2018,565.60,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SE,2019,564.03,p
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SI,2010,140.72,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SI,2011,144.55,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SI,2012,141.71,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SI,2013,130.75,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SI,2014,129.14,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SI,2015,127.38,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SI,2016,125.68,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SI,2017,125.36,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SI,2018,127.24,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SI,2019,138.22,p
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SK,2010,193.61,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SK,2011,193.66,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SK,2012,191.21,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SK,2013,189.68,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SK,2014,188.86,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SK,2015,189.55,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SK,2016,193.45,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SK,2017,199.65,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SK,2018,196.55,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,SK,2019,211.74,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,TR,2010,1.72,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,TR,2011,2.00,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,TR,2012,2.26,b
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,TR,2013,2.75,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,TR,2014,3.24,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,TR,2015,4.71,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,TR,2016,6.33,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,TR,2017,6.18,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,TR,2018,5.81,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,TR,2019,5.87,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,UK,2010,297.46,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,UK,2011,292.39,
ESTAT:SPR_EXP_FFA$DEFAULTVIEW(1.0),20/06/22 23:00:00,A,SNTCASH,TOTAL,EUR_HAB_KP10,UK,2012,286.86,
